aba	546,阿巴 1050,阿爸 1050,阿爸 2786,阿坝
anya	756,按压
anyan	534,案验
anyang	650,安阳 760,安养
anyangdiqu	650,安阳地区
anyangshi	650,安阳市
anyangxian	877,安阳县
anyangyuan	760,安养院
anyeyou	5278,桉叶油
anyi	232,安义 2338,安逸
anying	536,安营 829,暗影
anyingzhazhai	2313,安营扎寨
anyixian	877,安义县
anyou	518,案由
anyu	232,安于 518,案语 573,按语 829,暗语 2273,暗喻
anyuan	386,安远 670,安源
anyuanqu	670,安源区
anyuanxian	877,安远县
anyue	573,按月 1844,安岳
anyuexian	1844,安岳县
anyuxianzhuang	624,安于现状
anza	4170,安匝
anzan	1179,按赞
anzang	2060,安葬
anze	951,安泽
anzexian	951,安泽县
anzhao	573,按照
anzhaofalv	573,按照法律
anzhaojihua	573,按照计划
anzhaozimian	573,按照字面
anzhen	1401,按诊 2366,安贞 2605,安枕
anzhi	677,安置 829,暗指 2302,暗滞
anzhidingjia	573,按质定价
anzhiruosu	661,安之若素
anzhong	829,暗中
anzhonggen	352,安重根
anzhongjianshi	838,暗中监视
anzhuan	829,暗转
anzhuang	467,安装 2491,暗桩
anzhuo	1942,安卓
anzi	518,案子 829,暗自
anzuhua	1025,安祖花
aoan	1960,傲岸 2862,凹岸
aoaodaibu	4104,嗷嗷待哺
aobama	972,奥巴马
aoban	2862,凹板 2862,凹版
aobao	1627,澳宝
aobeide	3573,敖贝得
aobeifushan	3450,鳌背负山
aobi	1627,澳币
aobian	35219,鳌抃
aobolai	1196,奥波莱
aobuli	972,奥布里
aocao	2993,凹槽
aochutou	2705,熬出头
aodaili	2612,奥黛丽 2612,奥黛莉
aodaliya	1627,澳大利亚
aodaliyazhou	1627,澳大利亚洲
aodesa	3573,敖德萨
aodesai	1064,奥德赛
aodexiusi	972,奥德修斯
aodi	1440,奥迪
aodiao	2862,凹雕
aodili	972,奥地利
aoding	1168,奥丁
aodingxiezhenqi	2416,奥丁谐振器
aodixiusi	1440,奥迪修斯
aodong	2862,凹洞
aodu	2862,凹度
aoduan	3629,拗断
aoerbani	972,奥尔巴尼
aoerbulaite	1365,奥尔布赖特
aoerdenidao	972,奥尔德尼岛
aoerliang	972,奥尔良
aofu	7240,熬稃
aogao	2705,熬膏
aogengshouye	2705,熬更守夜
aogu	1960,傲骨
aoguang	3573,敖广
aoguo	972,奥国
aogusidu	972,奥古斯都
aogusita	1030,奥古斯塔
aohan	3573,敖汉
aohanqi	3573,敖汉旗
aohen	2862,凹痕
aohui	972,奥会 3212,懊悔
aohusi	972,奥胡斯
aoji	1098,奥迹 1627,澳际
aojian	2893,熬煎
aojiao	2158,傲娇 3480,袄教
aojin	2862,凹进
aojing	2862,凹镜
aokamutidao	3289,奥卡姆剃刀
aokangna	972,奥康纳
aokangneier	972,奥康内尔
aoke	972,奥客
aokelahema	1427,奥克拉荷马
aokelan	972,奥克兰
aokeng	2862,凹坑
aokesinade	972,奥克斯纳德
aokesusihe	972,奥克苏斯河
aokou	3629,拗口
aokouling	3629,拗口令
aolaien	1365,奥赖恩
aolanduo	972,奥兰多
aolangde	1276,奥朗德
aolanqundao	972,奥兰群岛
aoli	1960,傲立
aolian	972,奥利安
aoliao	972,奥利奥
aoligei	972,奥利给
aoliliya	972,奥里里亚
aolinbasi	972,奥林巴斯
aolinpike	1908,奥林匹克
aolinpiya	1908,奥林匹亚
aolisabang	1363,奥里萨邦
aoliweiya	972,奥利维亚
aolu	1711,奥卢
aomaer	972,奥马尔
aomaha	972,奥马哈
aoman	1960,傲慢
aomanyupianjian	1960,傲慢与偏见
aomen	1627,澳门
aomenlifahui	1627,澳门立法会
aomenshi	1627,澳门市
aomi	972,奥秘
aomianjing	2862,凹面镜
aomiao	1250,奥妙
aomiga	2532,奥米伽
aomikerong	3205,奥密克戎 3205,奥米可戎
aomomo	2243,奥陌陌
aomuzhenlijiao	1061,奥姆真理教
aonanshazhui	3064,澳南沙锥
aonao	3212,懊恼
aonaxisi	972,奥纳西斯
aoni	4448,傲睨
aoniu	1767,澳纽
aopopi	2862,凹朴皮
aoqi	1960,傲气
aoqienuosi	972,奥切诺斯
aoquan	6263,獒犬
aoran	1960,傲然
aoren	1960,傲人
aoru	2862,凹入
aorun	4183,敖闰
aosailuo	1064,奥赛罗 1080,奥塞罗
aosang	3212,懊丧
aoseti	1672,奥塞梯
aoshi	972,奥什 1960,傲视
aoshiganlanqiu	3607,澳式橄榄球
aoshiqunlun	1960,傲视群伦
aoshu	972,奥数 972,奥数
aoshun	3573,敖顺
aosiding	1168,奥斯丁
aosika	972,奥斯卡
aosilu	972,奥斯陆
aosiman	1224,奥斯曼
aosimandiguo	1224,奥斯曼帝国
aositing	3163,奥斯汀
aosiwaerde	1195,奥斯瓦尔德
aosiweixin	1463,奥斯威辛 1463,奥斯维辛
aotaoji	1601,奥陶纪
aotaoxi	1601,奥陶系
aotelaisi	1196,奥特莱斯
aotelangtuo	1276,奥特朗托
aoteman	1224,奥特曼
aotouer	2705,熬头儿
aotoujing	2862,凹透镜
aotu	2862,凹凸
aotubuping	2862,凹凸不平
aotuo	972,奥托
aotuxing	2862,凹凸形 2862,凹凸性
aotuyahua	3269,凹凸轧花
aotuyinshua	2862,凹凸印刷
aotuyouzhi	2862,凹凸有致
aowang	1627,澳网
aoweier	972,奥威尔
aoweihui	972,奥委会
aoweiyeduo	1174,奥维耶多
aowen	2862,凹纹
aoxia	5610,螯虾
aoxian	2862,凹线 2862,凹陷 4450,坳陷
aoxiang	4148,翱翔 4895,遨翔
aoxinjie	1627,澳新界
aoxinjuntuan	1627,澳新军团
aoxinjuntuanri	1627,澳新军团日
aoxinuosi	1584,奥西娜斯
aoxiongdiguo	2503,奥匈帝国
aoyao	2705,熬药
aoye	2705,熬夜
aoyou	3573,敖游 4895,遨游
aoyuan	1197,奥援 1627,澳元
aoyun	972,奥运
aoyuncun	972,奥运村
aoyunhui	972,奥运会
aoyunsai	1064,奥运赛
aozaoxing	2862,凹造型
aozhan	4857,鏖战
aozhi	5610,螯肢
aozhou	1627,澳洲
aozhoujianguo	1627,澳洲坚果
aozhoumanli	5600,澳洲鳗鲡
aozhouxiaoyingwu	3610,澳洲小鹦鹉
aozhouyequan	2649,澳洲野犬
aozi	1960,傲自 3480,袄子 5309,鏊子
aozuwei	972,奥组委
apian	471,阿片
apiao	1527,阿飘
apiya	741,阿皮亚
apo	1347,阿婆
apuerdun	794,阿普尔顿
aputulong	1653,阿普吐龙
aqilisi	563,阿奇里斯
aqimeisu	2425,阿奇霉素
aqin	6243,吖嗪
arongqi	1407,阿荣旗
aruisi	1332,阿瑞斯
asade	1046,阿萨德
asaibaijiang	2036,阿塞拜疆
asaibaijiangren	2036,阿塞拜疆人
asamu	1061,阿萨姆
asan	471,阿三
ase	1694,阿瑟
asen	1029,阿森
asenna	1029,阿森纳
asensi	1029,阿森斯
asensongdao	1029,阿森松岛
asexian	1694,阿瑟县
asezhen	1694,阿瑟镇
ashali	848,阿沙力 2125,阿莎力
asheli	6460,阿阇梨 6460,阿阇黎
ashenhabade	713,阿什哈巴德
ashenlawei	520,阿什拉维
ashihabate	713,阿什哈巴特
ashixue	1940,阿是穴
ashui	648,阿谁
asibate	546,阿斯巴特
asibatian	2020,阿斯巴甜
asiboge	821,阿斯伯格
asilan	642,阿斯兰
asilikang	900,阿斯利康
asimala	471,阿斯马拉
asipilin	1908,阿司匹林 1908,阿斯匹林
asipiling	1908,阿斯匹灵
asitana	1030,阿斯塔纳
asiwang	2198,阿斯旺
asiwanggaoba	2786,阿斯旺高坝
asongsendao	1029,阿松森岛
asushan	590,阿苏山
atejinsi	471,阿特金斯
atelandisi	1429,阿特兰蒂斯
atelasi	471,阿特拉斯
ati	3897,阿嚏
atila	471,阿提拉
atu	515,阿土
atuopin	799,阿托品
atuopinhua	1492,阿拖品化
atushi	476,阿图什
atushishi	476,阿图什市
atushixian	877,阿图什县
awa	5502,阿佤
awalide	1195,阿瓦里德
awalua	1195,阿瓦鲁阿
awangqupei	2198,阿旺曲培 3032,阿旺曲沛
awati	1195,阿瓦提
awatixian	1195,阿瓦提县
awei	1648,阿魏
aweila	520,阿维拉
awuer	471,阿物儿
axiang	922,阿乡
axianyao	1255,阿仙药
axiba	471,阿西吧
axiluowei	2388,阿昔洛韦
aximofu	955,阿西莫夫
aximu	1061,阿希姆
axiong	1089,阿兄
axiuluo	740,阿修罗
axiyuansu	5341,锕系元素
aya	929,啊呀
ayatula	476,阿亚图拉
ayi	2287,阿姨
ayinu	1081,阿伊努 1402,阿衣奴
ayisha	2125,阿伊莎 2125,阿依莎
ayo	2524,啊哟
ayuehunzi	1991,阿月浑子
ayuehunzishi	1991,阿月浑子实
ayuehunzishu	1991,阿月浑子树
ayufeituo	3426,阿育吠陀
ayuwang	609,阿育王
ayuweishi	1648,阿育魏实
aza	7079,腌臜
azhitekeren	2150,阿芝特克人
azhitekeyu	2150,阿芝特克语
azihaimozheng	1781,阿兹海默症
aziteke	1781,阿兹特克
baa	546,巴阿
baba	546,巴巴 1050,爸爸 1502,把拔
babaduosi	546,巴巴多斯
babaiban	5437,八佰伴
babaizhijiao	1218,八拜之交
babajiejie	546,巴巴结结
babala	546,巴巴拉 3126,芭芭拉
babaliu	478,八八六
babaniangre	33751,峇峇娘惹
babantoufeng	629,八般头风
babaodan	1280,八宝丹
babaoli	1878,巴宝莉
babaoshan	811,八宝山
babaoyanyao	811,八宝眼药
babaozhou	3021,八宝粥
babeiduo	1133,巴贝多
babeiti	1392,八倍体
babeizi	1477,八辈子
babi	1050,爸比 1267,巴闭 3126,芭比
babianxing	451,八边形
babieta	1030,巴别塔
babilun	970,巴比伦
babing	2241,把柄
babituo	1840,巴比妥
babu	451,八步
babude	546,巴不得
babuer	546,巴布尔
babulazu	549,巴布拉族
babunenggou	546,巴不能够
babuqu	451,八步区
babuyanqundao	1103,巴布延群岛
bachang	3237,靶场
bache	3121,扒车
bacheng	451,八成
bachi	357,把持
bachibuding	357,把持不定
bachong	702,八冲
bachongzou	1543,八重奏
bachu	859,巴楚 1502,拔除 4159,罢黜
bachuan	3237,靶船
bachuxian	877,巴楚县
bacui	3503,拔萃
bada	3497,吧嗒
badacaixi	1266,八大菜系
badaiyu	852,八带鱼
badaling	2214,八达岭
badamu	694,巴达木
badan	4533,八疸
badanmu	1300,巴旦木
badanshenmianhuang	4533,八疸身面黄
badanxing	2790,巴旦杏
badao	1838,霸道
badaojiang	577,八道江
badaojiangqu	577,八道江区
badaoxiangzhu	1502,拔刀相助
badaozongcai	1838,霸道总裁
badatong	451,八达通
badaya	3126,芭达雅
badayuanlao	451,八大元老
bade	451,八德
badeer	546,巴德尔
badeng	817,巴登
badeshi	451,八德市
badi	1502,拔地 4126,耙地
badiao	1502,拔掉
bading	1502,拔顶 3121,扒钉
badingchui	2937,拔钉锤
badong	546,巴东
badongxian	877,巴东县
badou	580,巴斗 1793,巴豆 3617,笆斗
badouke	1937,巴豆壳
badoushu	1793,巴豆属 1793,巴豆树
badu	451,八度 1502,拔毒
baduanjin	1947,八段锦
baduo	3088,把舵
baer	192,把儿
baerdan	1280,八二丹
baerdimo	1162,巴尔的摩
baerduolumao	2381,巴尔多禄茂
baergan	546,巴尔干
baerganbandao	798,巴尔干半岛
baergou	1281,巴儿狗
baerkashihu	2469,巴尔喀什湖
baerkenende	2500,巴尔克嫩德
baersanpaozhan	914,八二三炮战
baerzhake	1411,巴尔扎克
bafa	451,八法
bafaliya	1810,巴伐利亚
bafang	451,八方
bafaquan	1784,八法拳
bafei	3126,芭菲
bafeng	348,把风 451,八风
bafengxue	1940,八风穴
bafenyinfu	1205,八分音符
bafenzhiyi	451,八分之一
bafuluofu	2152,巴甫洛夫
bagang	1934,八纲
bagangbianzheng	1934,八纲辨证
bagao	1502,拔高
bagaowangshang	546,巴高望上
bage	804,八哥 804,巴哥
bageda	546,巴格达
bageer	804,八哥儿
bagegou	1281,八哥狗
bagelan	642,巴格兰
bagelansheng	666,巴格兰省
bagen	1502,拔根
bagequan	2649,巴哥犬
bagong	1305,罢工
bagongshan	451,八公山
bagongshanqu	451,八公山区
bagu	644,八股
bagua	3119,八卦
baguan	127,把关 1305,罢官 2410,拔罐
baguanfa	2410,拔罐法
baguanzi	2410,拔罐子
baguaquan	3119,八卦拳
baguashan	3119,八卦山
baguazhang	3119,八卦掌
baguazhen	3119,八卦阵
baguojituan	451,八国集团
baguolianjun	451,八国联军
baguwen	644,八股文
baha	713,巴哈
bahai	1502,拔海
bahama	713,巴哈马
bahangshu	451,八行书
bahayi	761,巴哈伊
bahe	1346,巴赫 1502,拔河
bahen	3055,疤痕
bahu	3917,跋扈
bahuixue	1940,八会穴
bahuoguan	2410,拔火罐
bahuoguaner	2410,拔火罐儿
baiaixing	2027,白矮星
baianju	678,白安居
baibai	286,白白 1218,拜拜 1218,拜拜 4253,掰掰
baiban	629,百般 884,白班 930,白板
baibanbajie	629,百般巴结
baibanbi	956,白板笔
baibanbing	2053,白斑病
baibanchixueque	2331,白斑翅雪雀
baibandiaonan	3635,百般刁难
baibaner	884,白班儿
baibanfengcheng	1382,百般奉承
baibanjunjianniao	2053,白斑军舰鸟
baibanweiliuying	2902,白斑尾柳莺
baibanzheng	2053,白斑症
baibaoxiang	1453,百宝箱
baibaozhi	1020,白报纸
baibazi	1218,拜把子
baibei	862,败北 1392,百倍 2203,白碑
baibeijidong	5627,白背矶鸫
baibeiwujiu	4384,白背兀鹫
baibeizhuomuniao	3449,白背啄木鸟
baibi	956,败笔
baibicongsheng	2348,百弊丛生
baibie	1218,拜别
baibing	427,百病
baibingbing	1070,白冰冰
baibiweixia	3842,白璧微瑕
baibiwuxia	3842,白璧无瑕
baibixin	1335,白鼻心
baibizi	1335,白鼻子
baibu	380,白布 1158,摆布
baibuchengjun	862,败不成军
baibuchuanyang	1062,百步穿杨
baibuza	853,百不杂 2830,百不咋
baicai	1266,白菜
baicaidou	1793,白菜豆
baicaijia	1266,白菜价
baicao	789,百草
baicaoku	2188,百草枯
baiche	361,白车 4253,掰扯
baichedan	2084,白扯淡 2084,白扯蛋
baicheng	413,白城 1218,拜城
baichengdiqu	413,白城地区
baichengshi	413,白城市
baichengxian	1218,拜城县
baichi	475,白吃 2225,白痴 3277,白炽
baichibaihe	983,白吃白喝
baichibailing	2066,白翅百灵
baichideng	3277,白炽灯
baichifuou	3371,白翅浮鸥
baichigantou	2934,百尺竿头
baichijiaozuique	2331,白翅交嘴雀
baichilanque	3525,白翅蓝鹊
baichizhuomuniao	3449,白翅啄木鸟
baichongxi	2085,白崇禧
baichu	407,百出 1158,摆出
baichuan	1109,百川
baichuanguihai	1109,百川归海
baichunlu	2056,白唇鹿
baici	2285,白瓷
baicu	3076,白醋
baida	1842,白搭
baidai	342,白带
baidaiyu	852,白带鱼
baidanbai	1387,白蛋白
baidang	1424,摆荡
baidao	286,白道 1218,拜倒
baide	862,败德
baideng	1218,拜登
baidianfeng	4411,白癜风
baidianzaomei	6336,白点噪鹛
baidicheng	612,白帝城
baidingwu	7073,白顶鹀
baidingxiqu	6062,白顶溪鸲
baidingxuanou	3371,白顶玄鸥
baiditan	2154,摆地摊
baidong	1015,白洞 1158,摆动
baidoukou	5601,白豆蔻
baidu	407,百度 752,白读 947,败毒 1218,拜读 1406,摆渡
baiduandaiju	916,百端待举
baidubaike	407,百度百科
baidubi	1188,百度币
baidubuyan	1633,百读不厌
baiduche	1406,摆渡车
baiduzhidao	407,百度知道
baie	975,白俄 4608,白垩
baiehu	5869,白额鹱
baieji	4608,白垩纪
baieluosi	975,白俄罗斯
baieluosiren	975,白俄罗斯人
baierbashi	451,百儿八十
baierqimei	6336,白耳奇鹛
baieshi	4608,白垩世
baieyan	2553,白额雁
baieyanou	3371,白额燕鸥
baieyuanweihu	5869,白额圆尾鹱
baifa	286,白发
baifabaizhong	407,百发百中
baifacangcang	1728,白发苍苍
baifan	935,白饭 4601,白矾
baifang	1158,摆放 1218,拜访
baifei	486,白费 2201,白匪
baifeichunshe	1958,白费唇舌
baifeidaiju	1376,百废待举
baifeidaixing	1376,百废待兴
baifeijuxing	1376,百废具兴 1909,百废俱兴
baifen	407,百分 1498,白粉
baifenbai	407,百分百
baifenbi	407,百分比
baifenbing	1498,白粉病
baifendian	407,百分点
baifenhao	487,百分号
baifenlv	625,百分率
baifenshu	407,百分数
baifenweishu	407,百分位数
baifenzhi	407,百分之 407,百分制
baifenzhibai	407,百分之百
baifenzhiyibai	407,百分之一百
baifo	771,白佛 1218,拜佛
baifu	923,白附
baifudong	5627,白腹鸫
baifuduanchiqu	6062,白腹短翅鸲
baifufengmei	6336,白腹凤鹛
baifuhaidiao	1829,白腹海雕
baifujinji	1947,白腹锦鸡
baifujiweng	7402,白腹姬鹟
baifujunjianniao	1589,白腹军舰鸟
baifulu	4451,白腹鹭
baifumaojiaoyan	1705,白腹毛脚燕
baifumei	733,白富美
baifupian	923,白附片
baifusundiao	4094,白腹隼雕
baifuyao	4147,白腹鹞
baifuyoumei	6336,白腹幽鹛
baiganer	353,白干儿
baigang	1609,白钢
baiganjiaoji	407,百感交集
baigong	982,白宫
baigongqunying	982,白宫群英
baigu	1036,白骨 1095,百谷
baiguan	3957,白鹳 4912,稗官
baiguanchangweizhi	4559,白冠长尾雉
baiguang	862,败光
baiguanpanque	2439,白冠攀雀
baiguanyanwei	1713,白冠燕尾
baiguanzaomei	6336,白冠噪鹛
baiguding	1036,白骨顶
baigui	1042,白鬼
baiguibi	1042,白鬼笔
baigujing	1036,白骨精
baiguo	286,白果 407,百果
baihai	286,白海
baihe	407,百合 574,白河 2624,白鹤
baihehua	410,百合花
baihehuashi	1604,百合花饰
baiheke	407,百合科
baiheliang	2624,白鹤梁
baihequan	2624,白鹤拳
baihetan	2624,白鹤滩
baihexian	877,白河县
baihezhen	1002,白河镇
baihezi	407,百合子
baihou	2096,白喉
baihoubanyangji	3522,白喉斑秧鸡
baihouduanchidong	5627,白喉短翅鸫
baihoudusu	2096,白喉毒素
baihouganjun	2096,白喉杆菌
baihouguanbei	6419,白喉冠鹎
baihouhongtunbei	6419,白喉红臀鹎
baihouhongweiqu	6062,白喉红尾鸲
baihoujidong	5627,白喉矶鸫
baihoujiweng	7402,白喉姬鹟
baihoulinweng	7402,白喉林鹟
baihoulinying	2902,白喉林莺
baihoushanweiweng	7402,白喉扇尾鹟
baihouxiniao	3490,白喉犀鸟
baihouzaomei	6336,白喉噪鹛
baihu	1083,白虎 2321,白狐 4238,白鹄
baihua	286,白话
baihuabing	427,白化病
baihuahua	410,白花花
baihuai	862,败坏
baihuajiang	1233,百花奖
baihuajiazi	1158,摆花架子
baihuang	1796,摆晃
baihuaqifang	1063,百花齐放
baihuashe	1689,白花蛇
baihuasheshecao	1958,白花蛇舌草
baihuashi	906,白话诗
baihuawen	286,白话文
baihuayuan	988,百花园
baihuayundong	410,百花运动
baihuazheng	1258,白化症
baihuguan	1083,白虎观
baihui	1187,百汇 1218,拜会
baihuiqianpa	5158,百卉千葩
baihujiao	3187,白胡椒
baihuo	286,白活 818,百货 862,败火
baihuodalou	876,百货大楼
baihuodian	1041,百货店
baihuogongsi	818,百货公司
baihuojiao	1218,拜火教
baihuoshangdian	1041,百货商店
baiji	407,百几 407,百济 1547,败绩 1782,拜祭
baijia	407,百家
baijiabei	6419,白颊鹎
baijiaheiyan	2655,白颊黑雁
baijiale	619,百家乐
baijian	716,白简 1218,拜见 2965,白拣
baijiandiao	1829,白肩雕
baijiangcan	2787,白僵蚕
baijianheihuan	5991,白肩黑鹮
baijiantan	2872,白碱滩
baijiantanqu	2872,白碱滩区
baijiao	790,百脚
baijiashanzhegu	5306,白颊山鹧鸪
baijiaxing	1149,百家姓
baijiazaomei	6336,白颊噪鹛
baijiazhengming	1680,百家争鸣
baijiazi	862,败家子 1158,摆架子
baijie	1218,拜节
baijiesongcao	1596,柏节松操
baijiling	6932,白鹡鸰
baijin	286,白金 1218,拜金
baijing	1377,白净 2618,白鲸
baijingchangweizhi	4559,白颈长尾雉
baijingdong	5627,白颈鸫
baijingguan	3957,白颈鹳
baijingya	2397,白颈鸦
baijingzaomei	6336,白颈噪鹛
baijinhangong	982,白金汉宫
baijinhanjun	2289,白金汉郡
baijinhua	410,百金花
baijinnv	1218,拜金女
baijinzhuyi	1218,拜金主义
baijiqianfang	599,百计千方
baijiu	797,白酒
baiju	862,败局
baijuan	1016,白卷
baijuguoxi	3691,白驹过隙
baijun	286,白军
baijuyi	678,白居易
baijuzhizhan	1596,柏举之战
baikai	4253,掰开
baikairousui	4253,掰开揉碎
baikaishui	286,白开水
baike	407,百科
baikecidian	1044,百科词典
baikelai	1596,柏克莱
baikenuer	1218,拜科努尔
baikequanshu	407,百科全书
baikeshidian	1044,百科事典
baikongqianchuang	3093,百孔千疮
baikoutie	779,白口铁
baikuangbanchimei	6336,白眶斑翅鹛
baikuangquemei	6336,白眶雀鹛
baikuangwengying	7402,白眶鹟莺
baikuangyaque	3191,白眶鸦雀
baikuo	1675,摆阔
baila	2593,白蜡 7148,白镴
bailachong	2593,白蜡虫
bailan	1754,摆烂
bailandi	642,白兰地
bailang	1276,白朗
bailangua	1827,白兰瓜
bailangxian	1276,白朗县
bailaohui	1187,百老汇
bailashu	2593,白蜡树
bailecan	1465,百乐餐
bailei	862,败类
baileyidao	1158,摆了一道
baili	407,百里 4107,白痢
bailian	615,白脸 1837,白莲 44105,白蔹
bailianchenggang	1763,百炼成钢
bailiangang	1763,百炼钢
bailianjiao	1837,白莲教
bailianlu	4451,白脸鹭
bailin	2956,白磷
bailing	329,白领 734,百灵
bailingbage	804,白领八哥
bailingdao	3417,白翎岛
bailingfeicui	4135,白领翡翠
bailingfengmei	6336,白领凤鹛
bailinghai	378,白令海
bailinghaixia	1727,白令海峡
bailingmian	3417,白翎面
bailingniao	1263,百灵鸟
bailingre	4563,白蛉热
bailitian	2020,百利甜
bailitianjiu	2020,百利甜酒
bailitiaoyi	1309,百里挑一
bailiucanhua	1557,败柳残花
bailiushi	2644,白榴石
bailixiang	776,百里香
bailongmenzhen	1158,摆龙门阵
bailu	841,白露 862,败露 4451,白鹭
bailun	1158,摆轮 1218,拜伦
bailuo	862,败落
bailuobo	2745,白萝卜
bailuosi	392,白罗斯
baimagu	644,白马股
baimai	1158,摆卖
baimaji	1391,白马鸡
baiman	1158,摆满
baimang	827,百忙
baimangmang	1951,白茫茫
baimao	623,白毛 2339,白茅
baimaohuangyue	6107,白旄黄钺
baimaonv	623,白毛女
baimasi	1892,白马寺
baimawangzi	299,白马王子
baimaxueshan	1003,白马雪山
baimazi	1108,白麻子
baimei	1740,白煤
baimeichiyan	1660,白眉赤眼
baimeididong	5627,白眉地鸫
baimeidong	5627,白眉鸫
baimeigedong	5627,白眉歌鸫
baimeijiweng	7402,白眉姬鹟
baimeilanjiweng	7402,白眉蓝姬鹟
baimeilinqu	6062,白眉林鸲
baimeiquan	1784,白眉拳
baimeiquemei	6336,白眉雀鹛
baimeishanque	2331,白眉山雀
baimeishanweiweng	7402,白眉扇尾鹟
baimeishanzhegu	5306,白眉山鹧鸪
baimeiwu	7073,白眉鹀
baimeiya	2133,白眉鸭
baimeiyangji	3522,白眉秧鸡
baimeizhuque	2331,白眉朱雀
baimenmian	1158,摆门面
baimi	575,白米
baimian	286,白面
baimianer	286,白面儿
baimianshusheng	286,白面书生
baimianzhi	1967,白棉纸
baimiao	1246,白描
baiming	1158,摆明
baimingdan	389,白名单
baimisaipao	1064,百米赛跑
baimo	1218,拜魔 2495,白沫
baimu	286,白目
baimuda	1990,百慕大 1990,百慕达
baimudasanjiao	1990,百慕大三角
baimuer	887,白木耳
baineizhang	1237,白内障
bainen	2500,白嫩
bainian	407,百年 1218,拜年
bainianbuyu	899,百年不遇
bainiandaji	407,百年大计
bainianhaohe	407,百年好合
bainianshuren	697,百年树人
bainisuoci	2072,拜你所赐
bainong	1158,摆弄
bainu	1402,白奴
baipa	1519,百帕
baipan	1158,摆盘
baipaoyitang	2457,白跑一趟
baipi	4949,白砒
baipiao	910,白票 1218,拜票
baipilu	4451,白琵鹭
baiping	1158,摆平
baipishanchun	2718,白皮杉醇
baipishu	741,白皮书
baipisong	895,白皮松
baipu	2092,白朴 2274,摆谱
baipuer	2274,摆谱儿
baiqi	286,白起 1407,白旗 2751,柏崎
baiqiang	407,百强
baiqieji	1391,白切鸡
baiqishi	2751,柏崎市
baiqitun	3307,白鳍豚
baiqiuen	888,白求恩
baiqiushaya	2133,白秋沙鸭
baiqiyiyu	4738,柏崎刈羽
baiqu	286,白区
baiquan	1641,拜泉
baiquanxian	1641,拜泉县
baiqucai	1684,白屈菜
bairao	2266,白饶
baire	606,白热
bairehua	606,白热化
bairen	286,白人 1218,拜认 2700,白刃
bairenweishi	1218,拜人为师
bairenzhan	2700,白刃战
